Company Name,Last Price,% Change,52 wk High,52 wk Low,Market Cap (Rs. cr),Category,Color
Indokem,35.85,-3.11,39.9,6.46,87.21,speciality-chemicals,1
India Gelatine,109.9,-0.18,137.45,79.0,77.94,speciality-chemicals,2
Vikas Ecotech,2.4,0.42,11.59,1.63,67.18,speciality-chemicals,3
KELTECH Energ,555.0,0.92,642.5,463.0,55.5,speciality-chemicals,3
Yash Chemex,50.0,-2.34,82.85,36.0,51.22,speciality-chemicals,2
Kemistar Corp,40.75,4.49,47.1,37.45,43.84,speciality-chemicals,4
Tinna Rubber an,42.0,1.94,43.15,12.65,35.97,speciality-chemicals,3
Daikaffil Chem,32.3,3.86,44.85,18.1,19.38,speciality-chemicals,4
Hind Flurocarbo,9.25,0.33,10.04,4.94,18.13,speciality-chemicals,3
Hardcastle,246.0,4.7,247.9,153.05,16.72,speciality-chemicals,4
CJ Gelatine,25.75,4.04,25.75,6.7,12.39,speciality-chemicals,4
Crestchem,33.3,-3.48,74.75,10.47,9.99,speciality-chemicals,1
Infibeam Avenue,40.3,-1.23,55.9,23.0,5364.15,speciality-retailers,2
Aditya Vision,361.85,1.99,361.85,20.6,435.25,speciality-retailers,3
Praxis Home Ret,36.6,0.14,62.6,25.5,111.2,speciality-retailers,3
Bhatia Communic,69.0,-0.29,85.0,60.8,86.35,speciality-retailers,2
Archies,11.99,0.33,15.45,8.12,40.5,speciality-retailers,3
Nyssa Corp,4.31,-1.82,6.21,0.38,12.93,speciality-retailers,2
7NR Retail,6.57,-2.95,15.65,4.4,6.88,speciality-retailers,1
iStreet Network,2.46,1.65,2.66,1.01,5.24,speciality-retailers,3
MOIL,172.6,1.35,195.95,119.0,4096.28,specialty-mining-metals,3
Ashapura Mine,154.2,0.42,176.3,24.5,1341.33,specialty-mining-metals,3
20 Microns,70.75,2.54,70.75,24.5,249.65,specialty-mining-metals,4
Kutch Minerals,4.1,-1.91,9.13,1.2,2.15,specialty-mining-metals,2
EID Parry,416.9,0.0,454.95,156.6,7383.4,sugar,2
Balrampur Chini,297.5,1.35,348.95,92.7,6247.5,sugar,3
Triveni Engg,141.3,0.78,160.0,38.95,3416.0,sugar,3
Shree Renuka,16.03,4.98,17.17,4.3,3411.97,sugar,4
Dalmia Sugar,328.0,-0.2,354.85,64.5,2654.81,sugar,2
Bannariamman,1784.0,-3.61,2160.0,823.1,2237.08,sugar,1
Dhampur Sugar,328.0,4.84,361.2,92.7,2177.51,sugar,4
Bajaj Hindustha,11.36,-0.53,14.28,3.96,1287.72,sugar,2
Andhra Sugar,417.65,1.8,466.0,204.1,1132.13,sugar,3
Dwarikesh Sugar,53.5,1.9,59.7,17.65,1007.41,sugar,3
Avadh Sugar ,305.35,1.7,345.1,136.25,611.26,sugar,3
Uttam Sugar,148.0,1.27,172.35,59.0,564.44,sugar,3
Vishwaraj Sugar,138.9,4.4,170.0,64.2,521.65,sugar,4
DCM Shriram Ind,278.0,0.62,319.95,105.0,483.68,sugar,3
Ugar Sugar Work,29.8,2.94,35.7,11.8,335.25,sugar,4
KCP Sugar,21.55,4.36,25.75,12.11,244.34,sugar,4
Magadh Sugar ,172.2,-1.01,198.5,85.2,242.66,sugar,2
Rana Sugars,15.55,0.45,17.87,2.7,238.8,sugar,3
Mawana Sugars,50.8,0.69,57.45,21.8,198.71,sugar,3
KM Sugar Mills,19.0,5.56,21.8,6.35,174.8,sugar,5
Ponni Sugars(E),190.65,1.54,225.0,115.75,163.93,sugar,3
Sakthi Sugars,12.0,-1.23,17.1,6.89,142.62,sugar,2
SBEC Sugars,13.45,5.0,13.45,3.91,64.09,sugar,4
Rajshree Sugars,21.7,-0.46,26.0,11.6,61.12,sugar,2
Simbhaoli Sugar,13.36,-4.98,15.8,4.96,55.15,sugar,1
India Sucrose,33.55,0.3,43.1,16.05,51.87,sugar,3
Dharani Sugars,10.44,-4.92,12.7,3.97,34.66,sugar,1
Sir Shadi Lal,59.3,4.04,64.0,30.25,31.13,sugar,4
Dhampure Specia,34.3,-2.56,45.85,9.6,27.2,sugar,1
Ravalgaon Sugar,1990.0,4.01,2245.0,1435.5,13.53,sugar,4
Gayatri Sugars,2.49,4.62,2.87,0.76,10.88,sugar,4
Riga Sugar,5.9,4.98,6.1,2.92,8.52,sugar,4
Thiru Arooran,7.15,-4.92,9.29,2.66,8.09,sugar,1
INDUS TOWERS,241.5,-0.25,282.0,161.3,65082.73,telecommunication-equipment,2
ITI,119.6,-0.95,151.6,80.0,11164.93,telecommunication-equipment,2
HFCL,49.05,9.98,50.65,8.7,6299.87,telecommunication-equipment,5
AGC Networks,1498.7,4.41,1771.0,228.1,4875.1,telecommunication-equipment,4
Tejas Networks,183.6,4.97,221.5,31.0,1711.89,telecommunication-equipment,4
Vindhya Telelin,1059.6,-1.71,1136.9,525.0,1255.72,telecommunication-equipment,2
Astra Microwave,133.1,1.18,158.0,57.6,1152.8,telecommunication-equipment,3
Optiemus Infra,133.05,4.97,207.45,14.9,1141.76,telecommunication-equipment,4
GTL Infra,0.79,1.28,1.28,0.31,987.23,telecommunication-equipment,3
Digispice Tech,40.0,-4.19,114.05,5.7,914.88,telecommunication-equipment,1
Prabhat Technol,385.0,0.65,389.45,278.35,412.19,telecommunication-equipment,3
Avantel,540.0,-1.19,567.2,188.1,218.94,telecommunication-equipment,2
ADC India Comm,228.0,1.06,242.95,115.35,104.88,telecommunication-equipment,3
Valiant Comm,67.0,-4.01,81.0,19.65,48.4,telecommunication-equipment,1
Maestros Elect,73.5,-0.41,147.5,48.95,40.5,telecommunication-equipment,2
Punj Comm,21.35,-3.61,36.75,10.5,25.67,telecommunication-equipment,1
Quadrant Tele,0.26,-3.7,0.34,0.19,15.92,telecommunication-equipment,1
Aishwarya Tech,2.85,1.79,3.14,1.2,6.81,telecommunication-equipment,3
Bharti Airtel,526.25,-0.09,623.0,394.05,289017.93,telecommunication-service-provider,2
Vodafone Idea,8.55,-0.58,13.8,5.53,24568.76,telecommunication-service-provider,2
TataTeleservice,12.97,4.94,23.2,2.45,2535.54,telecommunication-service-provider,4
MTNL,18.15,3.13,24.4,6.68,1143.45,telecommunication-service-provider,4
Reliance Comm,1.77,0.57,4.33,0.76,489.5,telecommunication-service-provider,3
Tata Comm,1048.25,-0.9,1365.0,447.0,29875.13,telecommunications-services,2
Railtel,130.15,-0.42,189.45,94.0,4177.01,telecommunications-services,2
NELCO,214.85,-0.14,239.7,158.5,490.25,telecommunications-services,2
Suyog Tele,435.0,2.35,549.0,246.8,441.72,telecommunications-services,3
GTL,7.73,4.88,9.13,1.07,121.59,telecommunications-services,4
Lakshmi Machine,6620.0,-2.62,7850.0,2443.55,7072.15,textile-machinery,1
Stovec Ind,2297.0,1.16,2586.6,1680.0,479.62,textile-machinery,3
Integra Engg,37.0,0.82,38.25,19.3,126.71,textile-machinery,3
Indian Card,165.0,5.43,177.0,75.15,98.03,textile-machinery,5
Meera Industrie,78.0,4.21,91.95,30.1,83.29,textile-machinery,4
Veejay Lakshmi,44.9,4.54,44.9,20.25,22.77,textile-machinery,4
CM,8.6,0.82,11.37,3.6,2.78,textile-machinery,3
Dhanlaxmi Roto,34.0,-1.02,39.0,11.19,13.26,textile-spinning,2
Garware Synth,12.19,1.92,12.19,0.84,7.08,textile-spinning,3
Jayatma Industr,5.92,-4.98,7.24,3.61,3.66,textile-spinning,1
United Textiles,4.09,-4.88,8.66,3.14,1.23,textile-spinning,1
Chitradurga,7.89,-1.99,10.71,1.14,0.36,textile-spinning,2
Vardhman Text,1297.1,-2.44,1374.95,622.05,7475.38,textiles,2
RITES,246.85,-0.24,292.9,223.5,5931.85,textiles,2
TCNS Clothing C,548.35,-0.35,605.0,315.65,3373.59,textiles,2
Cantabil Retail,370.6,0.47,444.95,221.0,605.1,textiles,3
Voith Paper Fab,1120.0,-0.12,1200.0,925.2,491.97,textiles,2
Faze Three Exp,91.2,-5.54,98.0,23.5,221.79,textiles,0
Bella Casa,124.0,-0.88,155.8,60.0,142.29,textiles,2
Fiberweb India,39.0,1.96,46.9,15.65,112.29,textiles,3
Faze Three Auto,99.45,-2.55,123.9,12.2,106.64,textiles,1
Standard Ind,16.5,-0.6,22.6,7.72,106.14,textiles,2
Sky Industries,91.85,-0.7,103.5,18.7,53.26,textiles,2
Axita Cotton ,39.95,9.45,55.25,25.3,52.35,textiles,5
Shiva Mills Lim,56.95,-0.18,63.25,18.7,49.22,textiles,2
NIBE,34.95,1.6,44.9,9.66,36.41,textiles,3
Olympia Ind,39.2,0.0,58.7,7.81,23.61,textiles,2
Advance Syntex ,14.01,3.85,15.69,6.68,15.55,textiles,4
Osiajee,23.5,-1.88,43.0,14.05,12.69,textiles,2
Shine,75.0,-1.32,76.0,38.5,10.49,textiles,2
Tatia Global,0.64,1.59,0.77,0.21,9.7,textiles,3
Salguti Ind,11.02,4.95,12.3,6.26,8.31,textiles,4
Jinaam's Dress,2.75,0.73,9.3,2.64,6.13,textiles,3
South Latex,8.28,-4.94,9.69,4.56,6.09,textiles,1
BIL Continental,7.14,5.0,9.03,6.5,3.43,textiles,4
Golden Carpe,4.7,0.0,4.7,4.1,3.05,textiles,2
Source Ind,1.27,4.96,1.27,0.33,1.45,textiles,4
Page Industries,31528.65,3.25,32372.0,17639.15,35166.66,textiles-apparel,4
Alok Industries,20.95,0.96,61.4,15.6,10402.18,textiles-apparel,3
KPR Mill,1476.0,-0.35,1631.8,395.05,10156.36,textiles-apparel,2
Welspun India,92.65,-4.14,104.45,27.35,9308.78,textiles-apparel,1
Trident,16.65,1.52,19.37,4.45,8484.77,textiles-apparel,3
Lux Industries,2268.0,1.69,2268.0,886.05,6820.26,textiles-apparel,3
Garware Technic,2884.05,-0.28,2967.0,1279.0,5946.38,textiles-apparel,2
Swan Energy,135.9,0.7,158.3,99.95,3319.45,textiles-apparel,3
Indo Count,151.25,-1.14,171.75,24.1,2985.67,textiles-apparel,2
Rupa and Comp,325.0,-1.26,361.15,140.1,2584.55,textiles-apparel,2
Raymond,367.7,0.63,408.95,216.25,2447.92,textiles-apparel,3
Filatex India,99.8,0.35,114.0,22.5,2211.79,textiles-apparel,3
PDS Multi,768.8,0.1,797.95,245.75,2002.47,textiles-apparel,3
Arvind,77.1,0.06,84.2,19.9,1996.3,textiles-apparel,3
Mayur Uniquoter,436.55,-0.54,508.8,143.5,1946.04,textiles-apparel,2
Himatsingka Sei,180.1,0.81,184.2,45.0,1773.21,textiles-apparel,3
Dollar Ind,308.0,-0.52,321.0,98.0,1746.86,textiles-apparel,2
Bombay Dyeing,81.95,8.4,89.8,44.25,1692.55,textiles-apparel,5
Indo Rama Synth,51.45,0.68,62.65,11.77,1343.43,textiles-apparel,3
Siyaram Silk,279.45,10.21,279.45,100.0,1309.78,textiles-apparel,5
Ganesha Ecosph,562.0,-2.68,687.7,154.25,1226.81,textiles-apparel,1
Kewal Kiran,909.9,1.1,1036.0,669.0,1121.46,textiles-apparel,3
Future Life,53.95,-1.37,169.8,46.95,1088.58,textiles-apparel,2
Jindal Worldwid,54.0,2.56,67.7,25.65,1082.81,textiles-apparel,4
Sutlej Textiles,49.35,0.51,52.75,17.75,808.49,textiles-apparel,3
Kitex Garments,111.85,-2.14,124.9,91.75,743.8,textiles-apparel,2
Cheviot Company,1129.0,1.12,1205.0,500.0,707.53,textiles-apparel,3
Century Enka,317.9,5.0,317.9,125.1,694.63,textiles-apparel,4
Rajapalayam,760.0,-0.99,824.0,478.67,654.02,textiles-apparel,2
Nitin Spinners,113.8,0.09,123.7,27.5,639.78,textiles-apparel,3
Ambika Cotton,1101.75,0.88,1225.0,421.0,630.75,textiles-apparel,3
Sportking India,1788.0,-2.83,2139.0,196.75,593.94,textiles-apparel,1
Monte Carlo,282.15,3.48,282.15,128.7,584.96,textiles-apparel,4
RSWM,241.8,-0.45,251.35,58.0,569.46,textiles-apparel,2
Gokaldas Export,127.0,2.17,138.9,28.05,544.77,textiles-apparel,3
S P Apparels,195.95,-2.8,214.15,57.95,503.45,textiles-apparel,1
Nahar Spinning,137.15,-0.69,145.5,26.05,494.64,textiles-apparel,2
Pearl Global In,213.35,-3.53,237.5,96.0,462.2,textiles-apparel,1
Sangam India,98.0,-2.0,108.95,36.9,425.53,textiles-apparel,2
Mallcom (India),620.0,0.2,721.25,211.05,386.88,textiles-apparel,3
Ashima,18.2,-3.7,20.9,4.2,348.82,textiles-apparel,1
Ruby Mills,197.55,2.3,227.0,120.0,330.3,textiles-apparel,3
AYM Syntex,65.0,1.96,65.0,15.0,325.23,textiles-apparel,3
Loyal Textiles,674.0,-3.07,815.0,163.25,324.63,textiles-apparel,1
Sarla Performan,37.6,1.21,40.4,12.85,313.97,textiles-apparel,3
Vishal Fabrics,45.85,0.66,372.15,40.75,302.01,textiles-apparel,3
Binny,121.8,1.58,157.0,52.0,271.85,textiles-apparel,3
Zodiac Clothing,105.6,-0.52,158.5,85.05,261.46,textiles-apparel,2
Shri Dinesh Mil,460.0,2.22,474.0,81.0,257.63,textiles-apparel,3
Bannari A Spg,78.9,1.68,82.48,35.1,248.6,textiles-apparel,3
Shiva Texyarn,183.1,-0.81,213.6,40.6,237.35,textiles-apparel,2
Nandan Denim,47.95,4.92,54.8,13.6,230.4,textiles-apparel,4
Nahar Ent,57.55,-0.52,63.5,19.7,229.25,textiles-apparel,2
Banswara Syntex,132.75,0.04,144.0,60.05,227.22,textiles-apparel,3
Bombay Rayon,6.76,-0.44,15.85,3.63,214.61,textiles-apparel,2
Ginni Filaments,29.05,-5.37,34.0,6.26,205.24,textiles-apparel,0
Lakshmi Mills,2845.0,-0.62,2940.0,1330.0,197.88,textiles-apparel,2
Donear Ind,37.8,2.16,41.75,19.0,196.56,textiles-apparel,3
JBF Industries,23.6,4.89,23.6,6.8,193.22,textiles-apparel,4
Orbit Exports,70.5,-0.21,88.55,47.75,193.08,textiles-apparel,2
Super Sales,624.95,-1.06,644.95,191.1,191.95,textiles-apparel,2
Indian Acrylics,13.65,-1.44,14.5,6.58,184.71,textiles-apparel,2
Pasupati Acrylo,19.35,-1.78,22.45,6.8,172.47,textiles-apparel,2
Lovable Lingeri,114.75,1.86,116.5,46.2,169.83,textiles-apparel,3
KG Petrochem,287.0,-4.51,319.25,49.25,166.9,textiles-apparel,1
Maral Overseas,38.0,-0.39,40.55,10.1,157.73,textiles-apparel,2
Mafatlal Ind,110.6,0.64,133.75,61.1,154.0,textiles-apparel,3
Pioneer,53.75,1.22,58.5,16.85,142.93,textiles-apparel,3
Indian Terrain,34.65,-3.21,52.35,24.15,142.38,textiles-apparel,1
SPL Industries,45.7,-1.72,57.85,19.05,132.53,textiles-apparel,2
Premco Global,373.0,-1.32,405.95,63.0,123.27,textiles-apparel,2
VIP Clothing,14.86,4.72,18.45,5.29,122.74,textiles-apparel,4
JCT,1.32,0.0,1.8,0.73,118.57,textiles-apparel,2
TT,54.95,-0.99,63.5,26.6,118.13,textiles-apparel,2
VTM,28.95,1.58,30.7,17.25,116.46,textiles-apparel,3
Jasch Ind,95.4,-0.31,96.0,20.0,108.09,textiles-apparel,2
KG Denim,39.65,0.51,46.5,16.4,101.65,textiles-apparel,3
Surat Textile,4.36,1.4,4.96,1.4,96.82,textiles-apparel,3
Deepak Spinners,133.0,0.15,142.5,53.9,95.62,textiles-apparel,3
RRIL,12.08,4.95,16.5,1.18,94.77,textiles-apparel,4
Weizmann,53.0,-1.94,68.9,21.5,91.54,textiles-apparel,2
Amarjothi Spin,133.15,1.37,147.0,43.0,89.88,textiles-apparel,3
Ludlow Jute,82.7,-0.42,108.0,42.95,89.09,textiles-apparel,2
R&B Denims,63.0,2.77,63.0,25.2,88.17,textiles-apparel,4
Junction Fabric,86.05,-0.64,110.0,33.0,86.38,textiles-apparel,2
Chandni Textile,50.35,0.9,72.0,23.8,81.25,textiles-apparel,3
Raghuvir Synth,202.0,-1.46,275.0,145.35,78.28,textiles-apparel,2
Suryalata Spg,180.55,2.79,200.35,70.3,77.04,textiles-apparel,4
Damodar Ind,32.75,-0.76,41.45,18.6,76.31,textiles-apparel,2
Winsome Textile,38.5,0.0,41.0,11.33,76.31,textiles-apparel,2
Suryalakshmi Co,44.3,-1.23,49.05,14.8,73.86,textiles-apparel,2
Vijay Textiles,37.7,-0.4,51.5,13.0,69.01,textiles-apparel,2
Mahalaxmi Rub,51.4,9.83,54.5,23.2,68.47,textiles-apparel,5
Reliance Chemo,90.35,2.67,106.0,47.95,68.16,textiles-apparel,4
Lambodhara Text,64.5,0.47,72.5,21.2,66.94,textiles-apparel,3
Flexituff Ventu,26.6,2.7,28.9,4.89,66.19,textiles-apparel,4
Morarjee Text,15.77,1.09,18.6,7.86,57.3,textiles-apparel,3
APM Industries,26.4,0.96,28.5,12.51,57.05,textiles-apparel,3
Salona Cotspin,108.4,-0.55,115.0,42.2,57.04,textiles-apparel,2
Riba Textiles,57.7,2.21,73.0,29.1,55.7,textiles-apparel,3
DCM,29.7,-0.34,41.7,16.3,55.47,textiles-apparel,2
Sambandam Spin,125.0,-4.07,140.0,45.2,53.31,textiles-apparel,1
Aarvee Denim,22.65,-0.44,26.9,6.3,53.14,textiles-apparel,2
Sumeet Ind,4.93,-2.76,6.75,1.4,51.1,textiles-apparel,1
Hindoostan Mill,300.0,12.02,330.4,156.05,49.94,textiles-apparel,5
BSL,47.65,-5.64,54.8,19.35,49.04,textiles-apparel,0
SBC Exports,42.65,-0.47,46.0,24.5,45.13,textiles-apparel,2
Kallam Spinning,10.41,-4.93,16.04,4.8,44.57,textiles-apparel,1
CIL Nova Petro,16.29,2.32,19.75,4.48,44.15,textiles-apparel,3
Swasti Vinayaka,6.28,-2.03,22.02,2.65,43.96,textiles-apparel,2
Bhilwara Tech,7.38,9.99,7.53,3.25,43.08,textiles-apparel,5
Bengal Tea,47.6,5.19,48.8,19.0,42.87,textiles-apparel,5
PBM Polytex,61.5,0.0,72.95,30.0,42.31,textiles-apparel,2
Bang Overseas,30.85,-2.06,37.5,14.75,41.83,textiles-apparel,2
Vardhman Poly,18.65,-1.58,29.03,2.8,41.57,textiles-apparel,2
AI Champdany,13.25,0.0,16.78,6.24,40.75,textiles-apparel,2
Bhandari Hosier,2.55,4.94,4.78,0.83,37.36,textiles-apparel,4
Anjani Synth,25.1,-0.99,33.0,10.5,37.02,textiles-apparel,2
Vippy Spinpro,63.0,2.69,74.9,28.95,36.98,textiles-apparel,4
Angel Fibers,13.96,4.96,15.76,6.32,34.9,textiles-apparel,4
Super Spinning,6.27,2.45,6.8,3.12,34.49,textiles-apparel,3
MK Exim,38.35,8.33,38.35,14.4,34.4,textiles-apparel,5
Gini Silk Mills,61.3,-1.05,70.25,43.65,34.28,textiles-apparel,2
STL Global,12.36,19.88,13.65,6.01,33.93,textiles-apparel,5
Acknit Industri,108.15,-1.1,126.5,45.0,32.88,textiles-apparel,2
Prakash Woollen,31.0,0.65,31.9,14.65,31.81,textiles-apparel,3
Celebrity Fash,6.31,-3.81,7.68,3.67,30.14,textiles-apparel,1
Ashnoor Text,21.88,-3.14,23.0,8.6,27.89,textiles-apparel,1
Maris Spin,33.8,4.97,38.25,6.7,27.62,textiles-apparel,4
Suryaamba Spin,92.2,3.25,97.75,35.3,27.03,textiles-apparel,4
Filatex Fashion,2.74,-2.14,3.85,1.98,26.53,textiles-apparel,2
Mohite Ind,12.95,4.86,18.4,6.25,26.03,textiles-apparel,4
Akshar Spintex,10.08,-8.28,20.3,5.3,25.2,textiles-apparel,0
Nagreeka Export,20.0,-6.76,25.0,9.56,25.0,textiles-apparel,0
Eastern Silk,3.07,3.02,3.84,0.61,24.24,textiles-apparel,4
Alka India,0.48,-4.0,0.81,0.19,24.0,textiles-apparel,1
White Organic,6.62,19.93,9.88,3.81,23.17,textiles-apparel,5
Him Fibres,2.59,4.86,3.61,0.93,22.34,textiles-apparel,4
GTN Industries,12.71,-1.32,15.25,6.03,22.29,textiles-apparel,2
Victoria Mills,2216.0,0.82,2340.0,1260.0,21.84,textiles-apparel,3
Wires and Fabri,68.7,4.89,76.4,39.85,21.0,textiles-apparel,4
Blue Chip Tex,104.0,1.46,126.0,69.0,20.49,textiles-apparel,3
Soma Textile,5.95,-4.03,10.29,2.0,19.65,textiles-apparel,1
E-Land Apparel,4.0,-3.38,6.9,3.24,19.2,textiles-apparel,1
Patspin India,6.16,4.94,7.81,3.8,19.05,textiles-apparel,4
HP Cotton,49.5,1.33,53.0,13.91,18.86,textiles-apparel,3
Virat Ind,37.3,-6.87,51.0,22.05,18.36,textiles-apparel,0
Jamshri,2600.0,-0.91,3199.0,1250.0,18.16,textiles-apparel,2
Kamadgiri,30.4,8.38,51.4,23.0,17.84,textiles-apparel,5
Dhanlaxmi Fabri,20.0,0.5,24.5,11.2,17.16,textiles-apparel,3
Aditya Spinners,10.2,4.94,10.2,2.86,17.08,textiles-apparel,4
Zenith Fibres,43.0,9.0,46.85,27.55,16.96,textiles-apparel,5
Swadeshi Polyte,4.2,-2.78,8.2,3.15,16.38,textiles-apparel,1
Valson Ind,21.25,-0.47,25.43,10.46,16.28,textiles-apparel,2
Prag Bosimi,2.11,4.98,3.5,1.38,15.69,textiles-apparel,4
Jarigold Text,125.0,0.0,126.15,92.15,12.5,textiles-apparel,2
Gokak Textiles,18.85,1.89,28.0,9.03,12.25,textiles-apparel,3
Spenta Intl,42.75,-0.23,63.45,36.9,11.82,textiles-apparel,2
Mohit Ind,7.89,0.13,9.13,2.85,11.17,textiles-apparel,3
Bhilwara Spin,16.0,1.59,16.25,8.16,10.82,textiles-apparel,3
Omnitex Ind,25.45,4.95,25.95,17.0,10.7,textiles-apparel,4
Meyer Apparel,1.21,4.31,1.33,0.57,9.74,textiles-apparel,4
Mohota Ind,6.61,-4.2,18.0,5.8,9.72,textiles-apparel,1
Samtex Fashions,1.19,4.39,1.6,0.35,8.87,textiles-apparel,4
Sri Ramakrishna,12.4,-4.62,17.5,6.77,8.83,textiles-apparel,1
Tuni Textile,0.61,3.39,0.78,0.19,7.97,textiles-apparel,4
Raj Rayon Ind,0.23,4.55,0.31,0.19,7.97,textiles-apparel,4
Spentex Ind,0.88,-4.35,1.37,0.32,7.9,textiles-apparel,1
Betex,51.65,-1.99,56.45,9.5,7.75,textiles-apparel,2
Alps Industries,1.96,0.51,2.86,0.69,7.67,textiles-apparel,3
Sri Nachammai,17.2,4.94,18.8,9.85,7.4,textiles-apparel,4
GTN Textiles,5.98,4.91,8.01,4.75,6.96,textiles-apparel,4
Pasupati Spin,7.14,2.0,9.96,4.82,6.67,textiles-apparel,3
Premier Synth,14.25,-1.72,19.25,1.91,6.55,textiles-apparel,2
Everlon Synth,11.56,0.0,12.85,8.89,6.5,textiles-apparel,2
Cityman,5.46,5.0,8.06,1.17,6.39,textiles-apparel,4
Supertex Ind,5.55,1.28,5.65,1.42,6.29,textiles-apparel,3
Mid India Ind,3.78,1.89,3.78,0.82,6.16,textiles-apparel,3
Lorenzini Appar,6.0,-7.55,8.8,3.0,6.08,textiles-apparel,0
Pradip Overseas,1.16,4.5,1.16,0.48,5.62,textiles-apparel,4
Jai Hind Synth,6.52,1.72,6.52,1.92,5.57,textiles-apparel,3
Sunil Ind,12.88,4.97,16.74,11.69,5.41,textiles-apparel,4
Shree Bhavya,5.33,1.91,6.5,2.09,5.06,textiles-apparel,3
Seasons Textile,6.6,4.43,8.0,4.29,4.94,textiles-apparel,4
One Global Serv,6.89,1.92,6.89,1.72,4.9,textiles-apparel,3
Subhash Silk,11.5,4.55,14.0,10.5,4.88,textiles-apparel,4
Minaxi Textiles,0.97,4.3,0.97,0.28,4.79,textiles-apparel,4
Sybly Ind,5.2,3.79,5.55,1.18,4.76,textiles-apparel,4
Shantai Industr,30.9,-4.92,33.1,30.15,4.64,textiles-apparel,1
Tavernier,7.66,0.0,9.75,7.3,4.58,textiles-apparel,2
Suryavanshi Spg,9.19,2.0,9.2,3.81,4.51,textiles-apparel,3
Uniroyal,5.33,4.92,8.29,4.5,4.41,textiles-apparel,4
New Light Appar,19.45,-4.89,37.45,19.45,4.27,textiles-apparel,1
LWS Knitwear,8.28,1.97,8.28,1.8,4.19,textiles-apparel,3
Thambbi Modern,7.25,0.0,8.4,6.6,4.18,textiles-apparel,2
Katare Spinning,14.5,0.0,18.05,8.1,4.13,textiles-apparel,2
Sharad Fibres,9.21,-4.95,12.0,9.21,4.02,textiles-apparel,1
Rajkamal Synthe,5.75,-0.86,6.61,3.76,3.74,textiles-apparel,2
Konark Synth,6.22,0.0,12.91,5.93,3.61,textiles-apparel,2
ST Corporation,5.62,4.85,6.83,4.28,3.58,textiles-apparel,4
RLF,3.51,-4.88,6.13,1.21,3.51,textiles-apparel,1
Enterprise Intl,9.97,2.68,10.36,4.0,2.98,textiles-apparel,4
Gravity India,2.92,4.66,2.92,0.99,2.63,textiles-apparel,4
Kandagiri Spin,6.61,1.54,9.36,6.51,2.54,textiles-apparel,3
Thomas Scott,6.56,4.96,7.67,4.1,2.22,textiles-apparel,4
Oswal Yarns,5.5,0.0,6.37,3.19,2.21,textiles-apparel,2
Richa Ind,0.89,4.71,0.92,0.31,2.09,textiles-apparel,4
Pasari Spinning,1.5,0.0,2.43,0.57,2.07,textiles-apparel,2
Rainbow Denim,1.54,4.76,2.31,1.06,2.05,textiles-apparel,4
Spice Island,4.42,0.0,10.62,2.45,1.9,textiles-apparel,2
ADINATH TEXTILE,2.72,0.0,4.6,1.24,1.85,textiles-apparel,2
Aditri Industri,1.23,-4.65,1.43,0.38,1.53,textiles-apparel,1
Seasons Furnish,1.58,-4.82,2.92,0.95,1.17,textiles-apparel,1
High Street Fil,14.33,4.98,14.33,10.72,0.93,textiles-apparel,4
Jagjanani Text,0.57,0.0,1.25,0.26,0.89,textiles-apparel,2
Omkar Overseas,1.52,-1.94,2.1,0.75,0.76,textiles-apparel,2
Kakatiya Tex,0.64,4.92,3.25,0.57,0.37,textiles-apparel,4
Adani Enterpris,1288.0,-1.55,1350.5,116.25,141655.54,trading,2
Sundram,789.7,0.93,839.0,283.45,16593.84,trading,3
MMTC Ltd,59.2,11.8,61.35,13.55,8880.0,trading,5
Redington,184.55,2.78,201.2,79.3,7183.97,trading,4
Apollo Tricoat ,1187.0,0.57,1297.0,319.0,3608.48,trading,3
MSTC,270.4,-1.87,400.0,105.85,1903.62,trading,2
SVP Global,83.25,-0.95,852.05,65.5,1053.11,trading,2
Yaarii Digital,112.85,-3.22,182.85,31.1,1008.04,trading,1
Uniphos Ent,100.55,-0.74,107.0,47.5,699.28,trading,2
Hexa Tradex,124.85,4.22,124.95,7.89,689.73,trading,4
Quint Digital,312.0,-0.14,342.85,141.0,684.87,trading,2
Grandeur Prod,256.95,-1.27,336.6,230.0,646.36,trading,2
Shree Global,5.08,0.99,5.08,1.14,646.24,trading,3
STC India,91.5,3.27,109.85,35.7,549.0,trading,4
Rangoli,489.0,4.49,489.0,207.0,402.99,trading,4
Race Eco Chain,224.0,0.74,281.0,29.55,368.08,trading,3
PTL Enterprises,42.1,0.24,50.65,27.95,278.65,trading,3
Kothari Product,81.4,-0.06,95.3,49.9,242.93,trading,2
Mishtann Foods,4.42,0.0,14.36,3.88,221.0,trading,2
Sat Ind,18.8,-0.79,22.8,14.0,212.6,trading,2
Veritas,74.75,1.98,74.75,29.95,200.4,trading,3
Modern India,45.05,0.0,64.85,31.9,169.13,trading,2
ABans Enterpris,115.1,2.81,228.0,96.2,160.56,trading,4
SEL,6.69,0.9,9.72,4.25,156.92,trading,3
Anmol India,131.0,12.69,131.0,25.7,149.12,trading,5
Signet Ind,44.5,19.95,44.5,15.5,130.99,trading,5
Maximus Interna,101.55,0.2,159.6,65.55,127.67,trading,3
A-1 Acid ,109.0,3.71,111.0,52.0,109.0,trading,4
Competent Auto,162.75,3.6,167.8,90.1,100.03,trading,4
